,body,cleaned,polarity,sentiment,word_count,avg_length,review_len
1047,A quality product on the right price . I love this. This is just so perfect. I have been using this for about half an year and it's still in great condition. Audio quality is awesome too.,a quality product on the right price i love this this is just so perfect i have been using this for about half an year and it is still in great condition audio quality is awesome too ,0.5698,positive,37,3.945945945945946,188
1048,"alexa integration is great,voice recognition is bad with my choice and responds late and not much farther.sound quality seems good and at a good pitch and stabilization.Would've been great if it was wireless",alexa integration is great voice recognition is bad with my choice and responds late and not much farther sound quality seems good and at a good pitch and stabilization would have been great if it was wireless,0.2875,positive,37,4.675675675675675,209
1049,Sound quality is too good. Nice product,sound quality is too good nice product,0.5667,positive,7,4.571428571428571,39
1050,Voice response is decent and only buy this if everyone can talk in English/hindi . I won't recommend this for other languages.  Better to buy after all languages update,voice response is decent and only buy this if everyone can talk in english hindi i will not recommend this for other languages better to buy after all languages update,0.1083,positive,30,4.6,170
1051,Nice 👍,nice ,0.6,positive,1,4.0,6
1052,It is just good for playing online songs..but many times fail to identify the exact song and play different songs.,it is just good for playing online songs but many times fail to identify the exact song and play different songs ,0.19,positive,21,4.380952380952381,114
1053,One thing i don't like it its not connecting Spotify... Maybe in future they will update it.. I hope so..,one thing i do not like it its not connecting spotify maybe in future they will update it i hope so ,0.0,neutral,21,3.761904761904762,106
1054,Sometime not responding but overall awesome product (4.5 out of 5 rating),sometime not responding but overall awesome product out of rating ,0.5,positive,10,5.6,73
1055,It would be better if it has battery storage.. to activate it it needs power thats only lack of thing.,it would be better if it has battery storage to activate it it needs power thats only lack of thing ,0.25,positive,20,4.0,102
1056,Unable to connect through Bluetooth that's why returning the product.Even customer care person don't knw how to connect via BluetoothAveary sound quality.,unable to connect through bluetooth that is why returning the product even customer care person do not knw how to connect via bluetoothaveary sound quality ,-0.05,negative,25,5.24,156
1057,"Alexa absolutely is a wonder. Fast, correct most of thr time, and witty. It's really fascinating how developers have fitted so much humour in it. Plus it's voice always catches ones attention. Great device.",alexa absolutely is a wonder fast correct most of thr time and witty it is really fascinating how developers have fitted so much humour in it plus it is voice always catches ones attention great device ,0.4429,positive,36,4.611111111111111,208
1058,every time it ask for configuration. Mahaghatiya,every time it ask for configuration mahaghatiya,0.0,neutral,7,5.857142857142857,48
1059,Good room filling sound for the price and size. Wish it had a built in battery and was portable,good room filling sound for the price and size wish it had a built in battery and was portable,0.55,positive,19,4.0,95
1060,Nice,nice,0.6,positive,1,4.0,4
1061,Amazon echo dot is truly a great product with true smartness. It does all jobs extremely well. Impressive sound quality and portable device easy to handle. Completely satisfied 🙂..,amazon echo dot is truly a great product with true smartness it does all jobs extremely well impressive sound quality and portable device easy to handle completely satisfied ,0.4798,positive,28,5.214285714285714,180
1062,Bought it as a gift for a friend. He loved it. Good voice recognition. Excellent features. Arrived safely packaged. No complaints.,bought it as a gift for a friend he loved it good voice recognition excellent features arrived safely packaged no complaints ,0.725,positive,21,4.9523809523809526,130
1063,Good frodect,good frodect,0.7,positive,2,5.5,12
1064,"Sir may receive wrong item, not working and blutooth, wifi not connectivity. Please return items.",sir may receive wrong item not working and blutooth wifi not connectivity please return items ,-0.5,negative,15,5.266666666666667,97
1065,I received the product with broken packing seal. The product was also not working.  Disappointed.,i received the product with broken packing seal the product was also not working disappointed ,-0.575,negative,15,5.266666666666667,96
1066,"Multi Sound issue , only short voice catch by alexa. if 2-3 kids talk with Alexa continue it will hang. multi song are not avilable on Alexa.",multi sound issue only short voice catch by alexa if kids talk with alexa continue it will hang multi song are not avilable on alexa ,0.1333,positive,25,4.32,141
1067,Very good Alexa device I am satisfied from Amazon thank you Amazon,very good alexa device i am satisfied from amazon thank you amazon,0.705,positive,12,4.583333333333333,66
1068,Nice and kids are enjoying,nice and kids are enjoying,0.55,positive,5,4.4,26
1069,"Great product, I bought at 2000rs, recommend if u want",great product i bought at rs recommend if u want,0.8,positive,10,3.9,54
1070,Cool gadget for smart home.,cool gadget for smart home ,0.2821,positive,5,4.4,27
1071,Not working,not working,0.0,neutral,2,5.0,11
1072,"Good Speaker 🔊 ,Poor sound Recognition...😶",good speaker poor sound recognition ,0.2333,positive,5,6.2,42
1073,"Simply superb , along with wipro smart bulb and alexa echo dot my room became a disco theque and kids just loved it , thank you Amazon for such a great product , excellent engineering :)",simply superb along with wipro smart bulb and alexa echo dot my room became a disco theque and kids just loved it thank you amazon for such a great product excellent engineering ,0.619,positive,32,4.5625,186
1074,Always needed to be wired. To begin with one must have to connect with Android phone.,always needed to be wired to begin with one must have to connect with android phone ,0.0,neutral,16,4.25,85
1075,No Dolby atmos streaming via amazon music.No youtube music integration with echo dot.Firestick and Echo dot integration is nearly 10% done only.,no dolby atmos streaming via amazon music no youtube music integration with echo dot firestick and echo dot integration is nearly done only ,0.05,positive,23,5.086956521739131,144
1076,Poor sound assessment. Couldn't connect to second phone nor bluetooth.,poor sound assessment could not connect to second phone nor bluetooth ,0.0,neutral,11,5.363636363636363,71
1077,Overall Product is good and its value for money.But it need a little bit improvement in hindi and voice Recognition.,overall product is good and its value for money but it need a little bit improvement in hindi and voice recognition ,0.1708,positive,21,4.523809523809524,116
1078,"The process of connecting it is very long.  always have to put it on charge. Also,  It doesn't connect  with my mobile. It's useless for me.",the process of connecting it is very long always have to put it on charge also it does not connect with my mobile it is useless for me ,-0.2825,negative,28,3.8214285714285716,139
1079,Excellent product..u must have a wifi at home for this to work,excellent product u must have a wifi at home for this to work,1.0,positive,13,3.769230769230769,62
1080,Need to improve for Hindi knowledge.. Every time alexa say muje nahi pata.. Same think I asked in English than she replied ..,need to improve for hindi knowledge every time alexa say muje nahi pata same think i asked in english than she replied ,0.0,neutral,22,4.409090909090909,125
1081,"Good but not best, lot of things to be improved by amazon. Alexa always takes only single command, again and again we have to repeat for conversation.",good but not best lot of things to be improved by amazon alexa always takes only single command again and again we have to repeat for conversation ,0.0321,positive,27,4.444444444444445,150
1082,awesome product and sound quality is very good works as a bluetooth speaker,awesome product and sound quality is very good works as a bluetooth speaker,0.77,positive,13,4.846153846153846,75
1083,Its integration is good needs improvement in local language and stuffs.,its integration is good needs improvement in local language and stuffs ,0.35,positive,11,5.454545454545454,71
1084,"It can't do even any one task without internet. With internet it can only send voice messages, it can't call me and any alexa or non-alexa devides. One more fault it is made in China.",it can not do even any one task without internet with internet it can only send voice messages it can not call me and any alexa or non alexa devides one more fault it is made in china ,0.25,positive,38,3.8421052631578947,187
1085,Good. Prime music does not provide much more songs.,good prime music does not provide much more songs ,0.6,positive,9,4.555555555555555,51
1086,Voice recognition & response time is terrific. My kids keep ragging Alexa all the time. They simply love the product. 😊👍,voice recognition response time is terrific my kids keep ragging alexa all the time they simply love the product ,0.25,positive,19,4.947368421052632,120
1087,ConsNot rechargeableSong Picks only from Amazon musicMusic quality is not goodVoice recognize need improvise,consnot rechargeablesong picks only from amazon musicmusic quality is not goodvoice recognize need improvise,0.0,neutral,14,6.785714285714286,108
1088,"Compact and good built quality, good sound quality. Output power may enhanced...",compact and good built quality good sound quality output power may enhanced ,0.6,positive,12,5.333333333333333,80
1089,Best gadget india got after colour tv,best gadget india got after colour tv,1.0,positive,7,4.428571428571429,37
1090,Echo Dot is very good and very useful. Have to try many skills. Sound is amazing,echo dot is very good and very useful have to try many skills sound is amazing,0.56,positive,16,3.9375,80
1091,So far I've found this best AI assistant among all. Sound quality is perfect and voice recognition is nearly perfect.,so far i have found this best ai assistant among all sound quality is perfect and voice recognition is nearly perfect ,0.7,positive,21,4.619047619047619,119
1092,Simply go for it.,simply go for it ,0.0,neutral,4,3.25,17
1093,Good very Good product go for it no dought at very useful gadget.,good very good product go for it no dought at very useful gadget ,0.6667,positive,13,4.0,65
1094,wow,wow,0.1,positive,1,3.0,3
1095,"Good sound quality and mic. Full usage is possible if other devices like switches, fans etc are smart devices.",good sound quality and mic full usage is possible if other devices like switches fans etc are smart devices ,0.2565,positive,19,4.684210526315789,110
1096,Very very very bad product mostly ELEXA .Not understanding any command.useless software.,very very very bad product mostly elexa not understanding any command useless software ,-0.3033,negative,13,5.6923076923076925,88
1097,This is unless alexa  ... Better to you being sound box ... Sound box very good to alexa...In  Alexa have waste of money...And lot of hv restrictions,this is unless alexa better to you being sound box sound box very good to alexa in alexa have waste of money and lot of hv restrictions,0.402,positive,27,4.037037037037037,147
1098,Doesn't connect to my one plus tv and doesn't hear voice in full audio... some skills doesn't works and very laggie app amazon Alexa app,does not connect to my one plus tv and does not hear voice in full audio some skills does not works and very laggie app amazon alexa app,0.275,positive,28,3.892857142857143,139
1099,"Not the product i was expecting for, limited automation,found Google Home Assistant more impressive. Alexa's music quality is damn good but voice controlled coordination and overall search criteria is not satisfying.Returned the item...",not the product i was expecting for limited automation found google home assistant more impressive alexa is music quality is damn good but voice controlled coordination and overall search criteria is not satisfying returned the item ,0.3131,positive,36,5.472222222222222,237
1100,"Best @ price of @2000 or so, quite a soothing voice to listen but sometimes irritate with lack of information available with it",best price of or so quite a soothing voice to listen but sometimes irritate with lack of information available with it,0.7,positive,21,4.666666666666667,127
1101,Smart deviceHighly recommended,smart devicehighly recommended,0.2143,positive,3,9.333333333333334,30
1102,"she is the only one, who will hear you in this entire world, ;Dkind of unconditional Love you'll Get it :)",she is the only one who will hear you in this entire world dkind of unconditional love you will get it ,0.1667,positive,21,3.9047619047619047,108
1103,Some time it will not accepting command?and I am using volume level at 5 always even though sounds quality very bad it's like crackers.i think its second time sold  me.,some time it will not accepting command and i am using volume level at always even though sounds quality very bad it is like crackers i think its second time sold me ,-0.455,negative,32,4.1875,168
1104,Buttons are not working on the speaker and Amazon centre is not ready to help.I mean this is so stupid..it’s your product and the buttons are not working!?what kind of scam is this..and then no one is there to resolve the issue,buttons are not working on the speaker and amazon centre is not ready to help i mean this is so stupid it s your product and the buttons are not working what kind of scam is this and then no one is there to resolve the issue,-0.1531,negative,47,3.7872340425531914,227
1105,Sound quality is good but voice recognition is very bad.May be due to 4 mic,sound quality is good but voice recognition is very bad may be due to mic,0.0163,positive,15,3.933333333333333,75
1106,The echo dot and Alexa are quite fun! It's a riot playing 20 questions with Alexa. Sound is great for a small room. Only grouse - unable to create a playlist on Amazon Prime music and get echo to play that,the echo dot and alexa are quite fun it is a riot playing questions with alexa sound is great for a small room only grouse unable to create a playlist on amazon prime music and get echo to play that,0.125,positive,40,3.975,206
1107,Sound mast. Connectivity good. Voice recognition very good. Voice sensitivity very good.,sound mast connectivity good voice recognition very good voice sensitivity very good ,0.73,positive,12,6.083333333333333,88
1108,very poor voice recognition.50% of questions alexa says I am not sure about that. only one good thing is that it has good bass. bad experience.not the performance which I had expected,very poor voice recognition of questions alexa says i am not sure about that only one good thing is that it has good bass bad experience not the performance which i had expected,-0.04,negative,33,4.393939393939394,183
1109,It is not working and we want to return it and we want another alexa for free it should be working,it is not working and we want to return it and we want another alexa for free it should be working,0.4,positive,21,3.7142857142857144,98
1110,purchased this for my mom ..but stopped working after 3 months !!! not able to identify the issue.,purchased this for my mom but stopped working after months not able to identify the issue ,-0.25,negative,16,4.625,98
1111,"Only one thing i disliked. After stop command for a broadcast station alexa doesn't stop. Instead  says for example "" to resume say All India Radio news channel"" This is not needed. It is annoying.",only one thing i disliked after stop command for a broadcast station alexa does not stop instead says for example to resume say all india radio news channel this is not needed it is annoying ,-0.3333,negative,35,4.457142857142857,197
1112,It's very great and working very nice and it is faster than Google and other voice assistant. Alexa is good for people who have smart home.,it is very great and working very nice and it is faster than google and other voice assistant alexa is good for people who have smart home ,0.5139,positive,27,4.148148148148148,140
1113,After buying we have to continue amazon prime membership  for interrupted alexa service.so service costly,after buying we have to continue amazon prime membership for interrupted alexa service so service costly,0.0,neutral,16,5.5625,104
1114,Superb itemYou should purchase.,superb itemyou should purchase ,1.0,positive,4,6.75,31
1115,Great product and my daughter loves it,great product and my daughter loves it,0.8,positive,7,4.571428571428571,38
1116,Product is good...but the bulb didnt get delivered to me..its awful..I have already spoken to the agent.she said I'll do the replacement and send you the bulb..but it was again the same..,product is good but the bulb didnt get delivered to me its awful i have already spoken to the agent she said i will do the replacement and send you the bulb but it was again the same ,-0.1,negative,38,3.8157894736842106,189
1117,Fantastic productLoving it.,fantastic productloving it ,0.4,positive,3,8.0,27
1118,I had got it last year during amazon great Indian sale for 2.5k and after almost 1 year of use i will say its still working great.,i had got it last year during amazon great indian sale for k and after almost year of use i will say its still working great ,0.5333,positive,26,3.8076923076923075,130
1119,I love the product it’s my first smart deviceIt is better than google is getting all the tamil songs,i love the product it s my first smart deviceit is better than google is getting all the tamil songs,0.3661,positive,20,4.05,100
1120,Was a nightmare trying to connect this. Doesn’t work with Spotify as stated 😒😒😒,was a nightmare trying to connect this doesn t work with spotify as stated ,0.0,neutral,14,4.357142857142857,79
1121,"Sound quality is great. Sometimes it doesn't get the command. Google nest seems better in understanding the queries .If the main aim is to listen to music, you can go for Alexa.",sound quality is great sometimes it does not get the command google nest seems better in understanding the queries if the main aim is to listen to music you can go for alexa ,0.4667,positive,33,4.2727272727272725,178
1122,"Echo dot is great, and loved it. A little bit unhappy bcoz it doesn't support my native language. Also it doesn't play youtube music. Still it is good.",echo dot is great and loved it a little bit unhappy bcoz it does not support my native language also it does not play youtube music still it is good ,0.2825,positive,30,3.966666666666667,153
1123,No alternative given.,no alternative given ,0.0,neutral,3,6.0,21
1124,A nice product to have in your home,a nice product to have in your home,0.6,positive,8,3.5,35
1125,Pathetic experience. I have made several complaints but no positive response. It is not connecting with wifi.,pathetic experience i have made several complaints but no positive response it is not connecting with wifi ,-0.3712,negative,17,5.294117647058823,109
1126,The media could not be loaded.,,0.0,neutral,0,,0
1127,I got a used product. I never expected this from Amazon. The seal was open. Even the product I not good. It doesn't work without power. It doesn't work without wifi all the time...,i got a used product i never expected this from amazon the seal was open even the product i not good it does not work without power it does not work without wifi all the time ,-0.1,negative,36,3.861111111111111,182
1128,"I ordered combo echo dot+ Wipro light , but received only echo dot in box never expected this from amazon",i ordered combo echo dot wipro light but received only echo dot in box never expected this from amazon,0.15,positive,19,4.421052631578948,105
1129,"The media could not be loaded.
                



 We are expecting too much from alexa, otherwise for playing songs and lights in night it is very useful.", we are expecting too much from alexa otherwise for playing songs and lights in night it is very useful ,0.295,positive,19,4.421052631578948,111
1130,"Great Sound Quality, but for many things its suggests to visit the Alexa App for further descriptions which ia very time consuming, futher only people who have excessive use of online shopping and food ordering should buy this.",great sound quality but for many things its suggests to visit the alexa app for further descriptions which ia very time consuming futher only people who have excessive use of online shopping and food ordering should buy this ,0.2357,positive,38,4.921052631578948,227
1131,It is a good speaker but limited search with Amazon music.It needs more integration options like youtube.,it is a good speaker but limited search with amazon music it needs more integration options like youtube ,0.3762,positive,18,4.833333333333333,105
1132,Keep shouting alexa alexa and alexa won't hear u..if internet is slow also the product doesn't work..alexa is not google assistant..hut indeed human is alexa assistant ..horrible experience,keep shouting alexa alexa and alexa will not hear u if internet is slow also the product does not work alexa is not google assistant hut indeed human is alexa assistant horrible experience,-0.4333,negative,33,4.7272727272727275,193
1133,Nice echo Dot powerful sound.,nice echo dot powerful sound ,0.4333,positive,5,4.8,29
1134,Nice product. Sound quality is average. But in this price amazing.,nice product sound quality is average but in this price amazing ,0.3625,positive,11,4.818181818181818,66
1135,"Cool product. Good for a time pass, nice voice integration, good sound clarity. Connected wipro smart bulb also to it. Hassle free set up.",cool product good for a time pass nice voice integration good sound clarity connected wipro smart bulb also to it hassle free set up ,0.4806,positive,24,4.541666666666667,138
1136,"Over all product is so nice. It's gives new technology to the ground world. Excellent product.When I opened the plastic packet, the eco dot box got opened. That is why more attention should be paid to packaging.",over all product is so nice it is gives new technology to the ground world excellent product when i opened the plastic packet the eco dot box got opened that is why more attention should be paid to packaging ,0.5591,positive,39,4.333333333333333,212
1137,"Useful product good response as well.My child is trying to speak with alexa, so i am happy to have it.It helps me to awake in the morning also provide me daily Calendar with to do list.",useful product good response as well my child is trying to speak with alexa so i am happy to have it it helps me to awake in the morning also provide me daily calendar with to do list ,0.45,positive,38,3.8421052631578947,185
1138,"Meant for every home, great features & sound quality",meant for every home great features sound quality,0.6,positive,8,5.25,52
1139,Entertainment untouched..Best for old age parents,entertainment untouched best for old age parents,0.55,positive,7,6.0,49
1140,"Its a Faulty Product. Worked perfectly fine for 5 days not it is not working.  Requesting amazon team to let me know what to do of this product now. It doesn't take any commands and ff it takes, then there is a disruption.",its a faulty product worked perfectly fine for days not it is not working requesting amazon team to let me know what to do of this product now it does not take any commands and ff it takes then there is a disruption ,0.4167,positive,43,4.023255813953488,222
1141,product is good only for looks not working properly after one month of use,product is good only for looks not working properly after one month of use,0.2333,positive,14,4.357142857142857,74
1142,Bought it during the sale. No sound output from firestick tv,bought it during the sale no sound output from firestick tv,-0.2,negative,11,4.454545454545454,60
1143,I loved the sound quality and build of the product. But I faced issue with voice recognition in terms of volume adjustment. Need to specify the exact work and name of the work to be done by Alexa else Alexa is just sorry about it.,i loved the sound quality and build of the product but i faced issue with voice recognition in terms of volume adjustment need to specify the exact work and name of the work to be done by alexa else alexa is just sorry about it ,0.2125,positive,45,4.066666666666666,230
1144,I received the order after one day of placing order. It's is good and speaker is awesome . I fell down twice my desk it was not harmed. A Grade Product.Thank you Amazon,i received the order after one day of placing order it is is good and speaker is awesome i fell down twice my desk it was not harmed a grade product thank you amazon,0.5148,positive,34,3.8823529411764706,169
1145,Better get advanced version,better get advanced version,0.45,positive,4,6.0,27
1146,Not working properlyFacing issues on connection with wifi,not working properlyfacing issues on connection with wifi,0.0,neutral,8,6.25,57
1147,Not connect properly  with phone .again and again  connection problem .wrost product,not connect properly with phone again and again connection problem wrost product,0.0,neutral,12,5.75,82
1148,"This device is very great , this device sound quality is 3D Alexa is very intelligent, speaker is very loud sound quality is quite better than Home theatre 😊",this device is very great this device sound quality is d alexa is very intelligent speaker is very loud sound quality is quite better than home theatre ,0.5717,positive,27,4.62962962962963,157
1149,It works well...great functionality...only lacking points is its not portable...it should have been battery based.,it works well great functionality only lacking points is its not portable it should have been battery based ,0.4,positive,18,5.0,114
1150,Good experience...also like to suggest to introduce automatic intelligence updating system so that we can experience latest technology. Overall I am satisfied,good experience also like to suggest to introduce automatic intelligence updating system so that we can experience latest technology overall i am satisfied,0.425,positive,23,5.782608695652174,158
1151,I love everything about it. There is nothing to dislike about the device. Delivered everything as promised. Very happy customer.,i love everything about it there is nothing to dislike about the device delivered everything as promised very happy customer ,0.75,positive,20,5.25,128
1152,My family always enjoy talking to alexa. Great enjoyment.,my family always enjoy talking to alexa great enjoyment ,0.6,positive,9,5.222222222222222,57
1153,"It is great in general. There are smalk issues like it does not understand Oakter remote well. While google home cam control Oakter without issue, alexa has some hitches and glitches.",it is great in general there are smalk issues like it does not understand oakter remote well while google home cam control oakter without issue alexa has some hitches and glitches ,0.25,positive,31,4.806451612903226,183
1154,Excellent product. Very useful. Value for money. Go for it,excellent product very useful value for money go for it,0.695,positive,10,4.6,58
1155,Worth the money. My daughter likes it very much. Product quality is very good compared to the price. Go for it !,worth the money my daughter likes it very much product quality is very good compared to the price go for it ,0.49,positive,21,4.142857142857143,112
1156,good item,good item,0.7,positive,2,4.0,9
1157,Better and best smart speaker with good quality sound,better and best smart speaker with good quality sound,0.5629,positive,9,5.0,53
1158,"Sound quality is decent , got it @1644 , so doesn’t bother me at all at this price segment...Alexa Is Somewhere not near the expectations",sound quality is decent got it so doesn t bother me at all at this price segment alexa is somewhere not near the expectations,0.1722,positive,24,4.25,137
1159,Nice and my kid love it. But sounds are look like bit low.,nice and my kid love it but sounds are look like bit low ,0.3667,positive,13,3.3846153846153846,58
1160,Good,good,0.7,positive,1,4.0,4
1161,It was fun for 2 3 days but after that it started getting bored and feels useless so I'm returning it.,it was fun for days but after that it started getting bored and feels useless so i am returning it ,-0.2333,negative,20,3.95,103
1162,Very good,very good,0.91,positive,2,4.0,9
1163,Very much helpful in the age of artificial intelligence..,very much helpful in the age of artificial intelligence ,-0.17,negative,9,5.222222222222222,57
1164,The sound quality is best  and alexa hears all away from another room and responds very much like a real man talking... Best time pass,the sound quality is best and alexa hears all away from another room and responds very much like a real man talking best time pass,0.572,positive,25,4.24,133
1165,Some how I don't feel like it is worth to buy this product because it need always power and internet wifi connection and it doesnot even recognize properly,some how i do not feel like it is worth to buy this product because it need always power and internet wifi connection and it doesnot even recognize properly,0.15,positive,29,4.413793103448276,156
1166,It is not so good. It requires a continuous wifi connection.  So it can't connect by mobile data . It is not possible to have a wifi connection all time. This is no battery inside it also need a continuous power supply.,it is not so good it requires a continuous wifi connection so it can not connect by mobile data it is not possible to have a wifi connection all time this is no battery inside it also need a continuous power supply ,0.35,positive,42,4.119047619047619,220
1167,The power port of Echo Dot is tilted  to right  side ad inserting power plug cord is not possible. Hence please replace the item.,the power port of echo dot is tilted to right side ad inserting power plug cord is not possible hence please replace the item ,0.1429,positive,24,4.25,127
1168,"I use it in my home, and also I easily connect to my home using drop in features. And good for my kid learning features",i use it in my home and also i easily connect to my home using drop in features and good for my kid learning features,0.5667,positive,25,3.72,119
1169,The product is great and nice. The sound out put is loud. Only one thing is you need to be a Amazon prime member to use Alexa. Without that it will not work.,the product is great and nice the sound out put is loud only one thing is you need to be a amazon prime member to use alexa without that it will not work ,0.38,positive,33,3.6666666666666665,157
1170,2 or more echo devices unable to communicate and cross connect each other, or more echo devices unable to communicate and cross connect each other,-0.0312,negative,12,5.0,73
1171,Nice product,nice product,0.6,positive,2,5.5,12
1172,"Set up is easy, works fine. I am happy while talking.",set up is easy works fine i am happy while talking ,0.55,positive,11,3.6363636363636362,53
1173,Thank You Amazon For Alexa!! She's a part of family now....,thank you amazon for alexa she is a part of family now ,0.0,neutral,12,3.5833333333333335,60
1174,"Feel like really reaching new era, You don't feel lonely with ECHO DOT",feel like really reaching new era you do not feel lonely with echo dot,0.0788,positive,14,4.071428571428571,71
1175,Cool product!! Voice recognition is quick and active. Alexa integration is very smooth and the sound quality is excellent. Thank you.,cool product voice recognition is quick and active alexa integration is very smooth and the sound quality is excellent thank you ,0.4117,positive,21,5.142857142857143,133
1176,"A satisfactory product from amazon.It won't support the Youtube music, it need to be updated for Alexa.",a satisfactory product from amazon it will not support the youtube music it need to be updated for alexa ,0.0,neutral,19,4.526315789473684,106
1177,The media could not be loaded.,,0.0,neutral,0,,0
1178,A very good entertaining and user friendly equipment,a very good entertaining and user friendly equipment,0.595,positive,8,5.625,52
1179,It needs to be connected again and againWorst of you don't have a wife connection,it needs to be connected again and againworst of you do not have a wife connection,0.0,neutral,16,4.1875,82
1180,very good,very good,0.91,positive,2,4.0,9
1181,Playing songs directly via YouTube needs a complicated procedure to follow.And if we blame phones like xaomi to integrate add.....then blame this too....for constantly selling Amazon prime and other such apps,playing songs directly via youtube needs a complicated procedure to follow and if we blame phones like xaomi to integrate add then blame this too for constantly selling amazon prime and other such apps,-0.105,negative,34,4.9411764705882355,208
1182,Very nice. Perfect echo,very nice perfect echo,0.89,positive,4,4.75,23
1183,I expected a small size but its bigger surprisingly rich n loud sound u won't regret buying,i expected a small size but its bigger surprisingly rich n loud sound u will not regret buying,0.0875,positive,18,4.277777777777778,94
1184,"Don'y Buy ,,,total waste of Money..Echo can't even understant what we want to say...even weather forecasting is not correct.",don y buy total waste of money echo can not even understant what we want to say even weather forecasting is not correct ,-0.1,negative,23,4.217391304347826,126
1185,Amazing product,amazing product,0.6,positive,2,7.0,15
1186,Sound quality is best 10/10Alexa integration 10/8Voice Recognition 10/7Weak part is we need to speak loud to activate Alexa it doesn’t activate on Normal voice.,sound quality is best alexa integration voice recognition weak part is we need to speak loud to activate alexa it doesn t activate on normal voice ,0.255,positive,26,4.653846153846154,160
1187,Voice recognition,voice recognition,0.0,neutral,2,8.0,17
1188,Does not recognise voice nd volume is too low wastage of money,does not recognise voice nd volume is too low wastage of money,0.0,neutral,12,4.25,62
1189,Intresting product 100 percent useful for every one,intresting product percent useful for every one,0.3,positive,7,5.857142857142857,51
1190,I really liked this product. It's so handy and very easy to connect... My baby also liked it very much.,i really liked this product it is so handy and very easy to connect my baby also liked it very much ,0.5247,positive,21,3.761904761904762,104
1191,I like very must being i am an officer commending rank Officer so I may use it on long duty &/or at my residence for Arties & religious bhajans.,i like very must being i am an officer commending rank officer so i may use it on long duty or at my residence for arties religious bhajans ,-0.1625,negative,28,4.0,144
1192,It is a very good speaker. But the problem is that it cannot call anyone from your contact list unlike Google home mini. And the second problem is it can tell the prices of the products only available in Amazon,it is a very good speaker but the problem is that it cannot call anyone from your contact list unlike google home mini and the second problem is it can tell the prices of the products only available in amazon,0.3275,positive,40,4.225,210
1193,Alexa recognition is worstAlex doesn't recognize and play wrong....,alexa recognition is worstalex does not recognize and play wrong ,-0.5,negative,10,5.5,68
1194,The echo dot is superb addition in my wifi speakers. It also provides lots of information to my children..,the echo dot is superb addition in my wifi speakers it also provides lots of information to my children ,1.0,positive,19,4.473684210526316,106
1195,Alexa is a flagship product of Amazon... It's a good product provided you can use it fully....,alexa is a flagship product of amazon it is a good product provided you can use it fully ,0.7,positive,18,3.9444444444444446,95
1196,Useless for me bcz no internal battery.. Without net it's totally not working nd u can't trawling whit this product bcz no battery speekar.. 3rd class sound.,useless for me bcz no internal battery without net it is totally not working nd u can not trawling whit this product bcz no battery speekar rd class sound ,-0.02,negative,29,4.344827586206897,160
1197,Good product but i don't like the system of charging ...we have to keep on charge every time..if we remove charger alexa will get off...there is no battery life...while traveling we can't carry with us😏😏😕,good product but i do not like the system of charging we have to keep on charge every time if we remove charger alexa will get off there is no battery life while traveling we can not carry with us ,0.7,positive,40,3.925,207
1198,"Magnificent product,  impeccable voice recognition",magnificent product impeccable voice recognition,0.875,positive,5,8.8,49
1199,"The media could not be loaded.
                



 I Love This Product And With Smart Bulb Its Awesome 😎 Best Product You Can Buy It Without Any Problem Trust Me You Won't Even Sleep Without Saying Alexa....❤️❤️", i love this product and with smart bulb its awesome best product you can buy it without any problem trust me you wo not even sleep without saying alexa ,0.6786,positive,29,4.241379310344827,168
1200,The sound quality and voice recognition is really good.Make sure you set the setting in privacy setting to delete the recordings and also you can delete your recordings on daily basis,the sound quality and voice recognition is really good make sure you set the setting in privacy setting to delete the recordings and also you can delete your recordings on daily basis,0.4,positive,32,4.75,183
1201,"It DOESN""T CONNECT TO SPOTIFY. I GOT ALEXA WITH THE SOLE PURPOSE OF CONENCTING IT WITH SPOTIFY AND ITS NOT AVAILABLE. I contacted customer support too and they weren't able to help me either.",it doesn t connect to spotify i got alexa with the sole purpose of conencting it with spotify and its not available i contacted customer support too and they were not able to help me either ,-0.15,negative,36,4.277777777777778,192
1202,I like this product... alexa is good . Thank you Amazon.  Very friendlyI want Malayalam language.Please .Sounds quality is very good ... like jbl sound systemThanks for everything...,i like this product alexa is good thank you amazon very friendlyi want malayalam language please sounds quality is very good like jbl sound systemthanks for everything ,0.5525,positive,27,5.222222222222222,181
1203,I ordered device which displays time on it - but one delivered does not have this feature. Product is good but not delivered what was ordered.,i ordered device which displays time on it but one delivered does not have this feature product is good but not delivered what was ordered ,0.7,positive,25,4.56,142
1204,Has many limitations...Long way to go Alexa.,has many limitations long way to go alexa ,0.225,positive,8,4.25,44
1205,There are limited aap for alexa searching,there are limited aap for alexa searching,-0.0714,negative,7,5.0,41
1206,Value for money. Happy with Alexa and the smart bulb.,value for money happy with alexa and the smart bulb ,0.5071,positive,10,4.2,53
1207,Wooweee now my home is smarter. I can control everything from Dubai.,wooweee now my home is smarter i can control everything from dubai ,0.0,neutral,12,4.583333333333333,68
1208,"Alexa voice is awsm really its feeling awsm to talk with alexa.Grt purchase ,if wnybody want to buy a smart speaker go blindly to choose this grt one...",alexa voice is awsm really its feeling awsm to talk with alexa grt purchase if wnybody want to buy a smart speaker go blindly to choose this grt one ,-0.0286,negative,29,4.137931034482759,152
